"TOA5","EXP_LIM","CR1000","63522","CR1000.Std.32.03","CPU:exp.nicolas.CR1","2688","exp01"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","t_terra_Avg","t_agua_Avg"
"TS","RN","","","",""
"","","Min","Smp","Avg","Avg"
"2024-10-02 07:55:45",0,13.23,24.66,"NAN","NAN"
"2024-10-02 07:56:00",1,13.23,24.66,"NAN","NAN"
"2024-10-02 07:56:15",2,13.23,24.66,"NAN","NAN"
"2024-10-02 07:56:30",3,13.22,24.66,"NAN","NAN"
"2024-10-02 07:56:45",4,13.22,24.66,"NAN","NAN"
"2024-10-02 07:57:00",5,13.21,24.66,"NAN","NAN"
"2024-10-02 07:57:15",6,13.21,24.66,"NAN","NAN"
"2024-10-02 07:57:30",7,13.21,24.66,"NAN","NAN"
"2024-10-02 07:57:45",8,13.21,24.66,"NAN","NAN"
"2024-10-02 07:58:00",9,13.21,24.63,"NAN","NAN"
"2024-10-02 07:58:15",10,13.2,24.66,"NAN","NAN"
"2024-10-02 07:58:30",11,13.2,24.66,"NAN","NAN"
"2024-10-02 07:58:45",12,13.2,24.63,"NAN","NAN"
"2024-10-02 07:59:00",13,13.2,24.63,"NAN","NAN"
"2024-10-02 07:59:15",14,13.19,24.63,"NAN","NAN"
"2024-10-02 07:59:30",15,13.19,24.63,"NAN","NAN"
"2024-10-02 07:59:45",16,13.19,24.63,"NAN","NAN"
"2024-10-02 08:00:00",17,13.19,24.63,"NAN","NAN"
"2024-10-02 08:00:15",18,13.19,24.63,"NAN","NAN"
"2024-10-02 08:00:30",19,13.18,24.63,"NAN","NAN"
"2024-10-02 08:00:45",20,13.18,24.63,"NAN","NAN"
"2024-10-02 08:01:00",21,13.18,24.63,"NAN","NAN"
"2024-10-02 08:01:15",22,13.18,24.63,"NAN","NAN"
"2024-10-02 08:01:30",23,13.17,24.63,"NAN","NAN"
"2024-10-02 08:01:45",24,13.17,24.63,"NAN","NAN"
"2024-10-02 08:02:00",25,13.16,24.66,"NAN","NAN"
"2024-10-02 08:02:15",26,13.16,24.66,"NAN","NAN"
"2024-10-02 08:02:30",27,13.16,24.69,25.75,"NAN"
"2024-10-02 08:02:45",28,13.16,24.72,"NAN","NAN"
"2024-10-02 08:03:00",29,13.16,24.75,"NAN","NAN"
"2024-10-02 08:03:15",30,13.15,24.75,24.82,"NAN"
"2024-10-02 08:03:30",31,13.15,24.78,24.76,"NAN"
"2024-10-02 08:03:45",32,13.15,24.81,24.7,"NAN"
"2024-10-02 08:04:00",33,13.15,24.81,24.59,25.3
"2024-10-02 08:04:15",34,13.15,24.84,24.28,24.7
"2024-10-02 08:04:30",35,13.14,24.84,28.05,30.93
"2024-10-02 08:04:45",36,13.14,24.84,31.73,31.63
"2024-10-02 08:05:00",37,13.14,24.87,29.46,31.57
"2024-10-02 08:05:15",38,13.14,24.87,26.51,32.92
"2024-10-02 08:05:30",39,13.14,24.84,25.64,29.97
"2024-10-02 08:05:45",40,13.13,24.87,25.17,27.36
"2024-10-02 08:06:00",41,13.13,24.87,24.78,26.27
"2024-10-02 08:06:15",42,13.13,24.87,24.55,25.63
"2024-10-02 08:06:30",43,13.13,24.87,24.46,25.17
"2024-10-02 08:06:45",44,13.13,24.84,24.25,24.81
"2024-10-02 08:07:00",45,13.13,24.84,24.19,24.61
"2024-10-02 08:07:15",46,13.12,24.84,24.19,24.51
"2024-10-02 08:07:30",47,13.12,24.84,24.22,24.42
"2024-10-02 08:07:45",48,13.11,24.84,24.23,24.26
"2024-10-02 08:08:00",49,13.11,24.84,24.16,24.12
"2024-10-02 08:08:15",50,13.11,24.84,24,24.04
"2024-10-02 08:08:30",51,13.11,24.81,23.88,23.96
"2024-10-02 08:08:45",52,13.11,24.81,23.86,23.92
"2024-10-02 08:09:00",53,13.11,24.81,23.88,23.92
"2024-10-02 08:09:15",54,13.11,24.81,23.95,23.95
"2024-10-02 08:09:30",55,13.11,24.81,24.05,24.03
"2024-10-02 08:09:45",56,13.1,24.78,24.07,24.03
"2024-10-02 08:10:00",57,13.1,24.78,24.07,24.04
"2024-10-02 08:10:15",58,13.1,24.78,23.98,24.09
"2024-10-02 08:10:30",59,13.1,24.78,23.95,24.07
"2024-10-02 08:10:45",60,13.1,24.78,24.02,24.09
"2024-10-02 08:11:00",61,13.1,24.78,24.08,24.11
"2024-10-02 08:11:15",62,13.09,24.78,24.09,24.08
"2024-10-02 08:11:30",63,13.09,24.78,23.96,24.01
"2024-10-02 08:11:45",64,13.09,24.78,23.9,23.97
"2024-10-02 08:12:00",65,13.09,24.75,23.91,23.99
"2024-10-02 08:12:15",66,13.09,24.75,24.02,24.03
"2024-10-02 08:12:30",67,13.09,24.75,24.3,24.16
"2024-10-02 08:12:45",68,13.09,24.78,24.29,24.27
"2024-10-02 08:13:00",69,13.09,24.78,24.28,24.31
"2024-10-02 08:13:15",70,13.08,24.78,24.18,24.34
"2024-10-02 08:13:30",71,13.08,24.78,24.23,24.37
"2024-10-02 08:13:45",72,13.08,24.78,24.29,24.4
"2024-10-02 08:14:00",73,13.08,24.78,24.31,24.43
"2024-10-02 08:14:15",74,13.08,24.78,24.23,24.43
"2024-10-02 08:14:30",75,13.08,24.78,24.18,24.23
"2024-10-02 08:14:45",76,13.08,24.78,24.03,23.96
"2024-10-02 08:15:00",77,13.08,24.78,23.92,23.68
"2024-10-02 08:15:15",78,13.08,24.78,23.99,23.87
"2024-10-02 08:15:30",79,13.07,24.78,24.52,24.12
"2024-10-02 08:15:45",80,13.07,24.78,25.51,24.39
"2024-10-02 08:16:00",81,13.07,24.78,23.38,24.38
"2024-10-02 08:16:15",82,13.07,24.78,23.08,22.01
"2024-10-02 08:16:30",83,13.07,24.78,23.07,21.96
"2024-10-02 08:16:45",84,13.07,24.78,23.13,21.96
"2024-10-02 08:17:00",85,13.06,24.78,23.21,21.97
"2024-10-02 08:17:15",86,13.06,24.81,23.26,21.97
"2024-10-02 08:17:30",87,13.06,24.81,23.1,21.99
"2024-10-02 08:17:45",88,13.06,24.81,22.96,21.99
"2024-10-02 08:18:00",89,13.06,24.81,22.98,21.99
"2024-10-02 08:18:15",90,13.06,24.81,23.04,21.99
"2024-10-02 08:18:30",91,13.06,24.81,23.09,22.02
"2024-10-02 08:18:45",92,13.06,24.81,23.13,22.01
"2024-10-02 08:19:00",93,13.06,24.81,23.19,22.03
"2024-10-02 08:19:15",94,13.06,24.81,23.23,22.04
"2024-10-02 08:19:30",95,13.05,24.81,23.27,22.06
"2024-10-02 08:19:45",96,13.05,24.81,23.3,22.11
"2024-10-02 08:20:00",97,13.05,24.81,23.34,22.33
"2024-10-02 08:20:15",98,13.05,24.78,23.37,22.71
"2024-10-02 08:20:30",99,13.05,24.78,23.38,22.98
"2024-10-02 08:20:45",100,13.05,24.78,23.43,23.1
"2024-10-02 08:21:00",101,13.05,24.78,23.51,23.17
"2024-10-02 08:21:15",102,13.05,24.78,23.58,23.25
"2024-10-02 08:21:30",103,13.05,24.78,23.72,23.26
"2024-10-02 08:21:45",104,13.05,24.78,23.83,23.32
"2024-10-02 08:22:00",105,13.05,24.78,23.98,23.43
"2024-10-02 08:22:15",106,13.05,24.78,24.18,23.5
"2024-10-02 08:22:30",107,13.05,24.78,24.37,23.56
"2024-10-02 08:22:45",108,13.05,24.78,24.58,23.68
"2024-10-02 08:23:00",109,13.05,24.78,24.81,23.79
"2024-10-02 08:23:15",110,13.05,24.78,25.04,23.94
"2024-10-02 08:23:30",111,13.04,24.78,25.31,24.04
"2024-10-02 08:23:45",112,13.04,24.78,25.58,24.03
"2024-10-02 08:24:00",113,13.04,24.78,25.86,24.08
"2024-10-02 08:24:15",114,13.04,24.78,26.18,24.05
"2024-10-02 08:24:30",115,13.04,24.78,26.48,24.13
"2024-10-02 08:24:45",116,13.04,24.78,26.79,24.25
"2024-10-02 08:25:00",117,13.04,24.78,27.07,24.34
"2024-10-02 08:25:15",118,13.04,24.78,27.42,24.41
"2024-10-02 08:25:30",119,13.03,24.78,27.7,24.56
"2024-10-02 08:25:45",120,13.03,24.78,28.03,24.64
"2024-10-02 08:26:00",121,13.03,24.78,28.36,24.7
"2024-10-02 08:26:15",122,13.03,24.78,28.66,24.79
"2024-10-02 08:26:30",123,13.03,24.78,28.95,24.87
"2024-10-02 08:26:45",124,13.03,24.78,29.29,24.91
"2024-10-02 08:27:00",125,13.03,24.78,29.57,24.96
"2024-10-02 08:27:15",126,13.03,24.78,29.89,25.04
"2024-10-02 08:27:30",127,13.03,24.78,30.22,25.08
"2024-10-02 08:27:45",128,13.03,24.78,30.55,25.16
"2024-10-02 08:28:00",129,13.03,24.78,30.85,25.26
"2024-10-02 08:28:15",130,13.03,24.78,31.13,25.34
"2024-10-02 08:28:30",131,13.03,24.78,31.4,25.4
"2024-10-02 08:28:45",132,13.03,24.78,31.74,25.45
"2024-10-02 08:29:00",133,13.03,24.78,32,25.55
"2024-10-02 08:29:15",134,13.03,24.78,32.26,25.61
"2024-10-02 08:29:30",135,13.03,24.75,32.55,25.61
"2024-10-02 08:29:45",136,13.03,24.75,32.84,25.63
"2024-10-02 08:30:00",137,13.03,24.75,33.1,25.68
"2024-10-02 08:30:15",138,13.03,24.75,33.37,25.69
"2024-10-02 08:30:30",139,13.03,24.75,33.61,25.77
"2024-10-02 08:30:45",140,13.03,24.75,33.85,25.89
"2024-10-02 08:31:00",141,13.03,24.75,34.11,25.95
"2024-10-02 08:31:15",142,13.03,24.75,34.34,26.03
"2024-10-02 08:31:30",143,13.03,24.75,34.56,26.13
"2024-10-02 08:31:45",144,13.03,24.75,34.8,26.18
"2024-10-02 08:32:00",145,13.03,24.75,35.06,26.2
"2024-10-02 08:32:15",146,13.03,24.75,35.27,26.23
"2024-10-02 08:32:30",147,13.03,24.75,35.49,26.29
"2024-10-02 08:32:45",148,13.03,24.75,35.7,26.33
"2024-10-02 08:33:00",149,13.02,24.75,35.95,26.38
"2024-10-02 08:33:15",150,13.03,24.75,36.12,26.45
"2024-10-02 08:33:30",151,13.02,24.75,36.33,26.49
"2024-10-02 08:33:45",152,13.02,24.75,36.51,26.55
"2024-10-02 08:34:00",153,13.02,24.75,36.73,26.61
"2024-10-02 08:34:15",154,13.02,24.75,36.91,26.66
"2024-10-02 08:34:30",155,13.02,24.75,37.13,26.71
"2024-10-02 08:34:45",156,13.02,24.75,37.32,26.8
"2024-10-02 08:35:00",157,13.02,24.75,37.48,26.92
"2024-10-02 08:35:15",158,13.02,24.75,37.64,26.96
"2024-10-02 08:35:30",159,13.02,24.75,37.86,26.99
"2024-10-02 08:35:45",160,13.02,24.75,38,27.09
"2024-10-02 08:36:00",161,13.02,24.75,38.18,27.14
"2024-10-02 08:36:15",162,13.02,24.75,38.35,27.17
"2024-10-02 08:36:30",163,13.02,24.75,38.5,27.23
"2024-10-02 08:36:45",164,13.02,24.75,38.68,27.3
"2024-10-02 08:37:00",165,13.02,24.75,38.86,27.34
"2024-10-02 08:37:15",166,13.02,24.75,38.99,27.42
"2024-10-02 08:37:30",167,13.02,24.75,39.12,27.5
"2024-10-02 08:37:45",168,13.02,24.75,39.3,27.53
"2024-10-02 08:38:00",169,13.02,24.75,39.49,27.58
"2024-10-02 08:38:15",170,13.02,24.75,39.63,27.65
"2024-10-02 08:38:30",171,13.02,24.75,39.75,27.71
"2024-10-02 08:38:45",172,13.01,24.75,39.9,27.77
"2024-10-02 08:39:00",173,13.02,24.75,40.06,27.83
"2024-10-02 08:39:15",174,13.01,24.78,40.25,27.88
"2024-10-02 08:39:30",175,13.01,24.75,40.37,27.97
"2024-10-02 08:39:45",176,13.01,24.75,40.49,28.05
"2024-10-02 08:40:00",177,13.01,24.75,40.62,28.11
"2024-10-02 08:40:15",178,13.01,24.75,40.78,28.1
"2024-10-02 08:40:30",179,13.01,24.75,40.93,28.13
"2024-10-02 08:40:45",180,13.01,24.75,41.06,28.21
"2024-10-02 08:41:00",181,13.01,24.75,41.19,28.24
"2024-10-02 08:41:15",182,13.01,24.75,41.3,28.28
"2024-10-02 08:41:30",183,13.01,24.75,41.39,28.38
"2024-10-02 08:41:45",184,13.01,24.75,41.5,28.46
"2024-10-02 08:42:00",185,13.01,24.75,41.63,28.53
"2024-10-02 08:42:15",186,13.01,24.75,41.74,28.6
"2024-10-02 08:42:30",187,13.01,24.75,41.89,28.63
"2024-10-02 08:42:45",188,13.01,24.75,41.97,28.7
"2024-10-02 08:43:00",189,13.01,24.75,42.08,28.75
"2024-10-02 08:43:15",190,13.01,24.75,42.21,28.79
"2024-10-02 08:43:30",191,13.01,24.75,42.31,28.82
"2024-10-02 08:43:45",192,13.01,24.75,42.42,28.87
"2024-10-02 08:44:00",193,13.01,24.75,42.55,28.95
"2024-10-02 08:44:15",194,13.01,24.75,42.61,29.02
"2024-10-02 08:44:30",195,13.01,24.75,42.7,29.11
"2024-10-02 08:44:45",196,13.01,24.75,42.8,29.15
"2024-10-02 08:45:00",197,13.01,24.75,42.94,29.15
"2024-10-02 08:45:15",198,13.01,24.75,43.04,29.15
"2024-10-02 08:45:30",199,13.01,24.75,43.1,29.21
"2024-10-02 08:45:45",200,13.01,24.75,43.22,29.2
"2024-10-02 08:46:00",201,13.01,24.78,43.3,29.28
"2024-10-02 08:46:15",202,13.01,24.78,43.42,29.3
"2024-10-02 08:46:30",203,13.01,24.78,43.48,29.33
"2024-10-02 08:46:45",204,13.01,24.78,43.59,29.36
"2024-10-02 08:47:00",205,13.01,24.78,43.69,29.38
"2024-10-02 08:47:15",206,13.01,24.78,43.75,29.39
"2024-10-02 08:47:30",207,13.01,24.78,43.86,29.38
"2024-10-02 08:47:45",208,13.01,24.78,43.94,29.41
"2024-10-02 08:48:00",209,13.01,24.78,44.07,29.38
"2024-10-02 08:48:15",210,13.01,24.78,44.12,29.39
"2024-10-02 08:48:30",211,13.01,24.78,44.21,29.35
"2024-10-02 08:48:45",212,13.01,24.78,44.31,29.14
"2024-10-02 08:49:00",213,13.01,24.78,44.41,28.87
"2024-10-02 08:49:15",214,13.01,24.78,44.5,28.83
"2024-10-02 08:49:30",215,13.01,24.78,44.6,28.86
"2024-10-02 08:49:45",216,13.01,24.78,44.67,28.9
"2024-10-02 08:50:00",217,13.01,24.78,44.79,28.91
"2024-10-02 08:50:15",218,13.01,24.78,44.86,28.96
"2024-10-02 08:50:30",219,13.01,24.78,44.96,29.01
"2024-10-02 08:50:45",220,13.01,24.78,45.04,29.09
"2024-10-02 08:51:00",221,13.01,24.78,45.11,29.14
"2024-10-02 08:51:15",222,13.01,24.78,45.2,29.18
"2024-10-02 08:51:30",223,13.01,24.78,45.3,29.24
"2024-10-02 08:51:45",224,13.01,24.78,45.4,29.27
"2024-10-02 08:52:00",225,13.01,24.78,45.46,29.32
"2024-10-02 08:52:15",226,13.01,24.78,45.52,29.39
"2024-10-02 08:52:30",227,13.01,24.78,45.59,29.44
"2024-10-02 08:52:45",228,13.01,24.78,45.65,29.5
"2024-10-02 08:53:00",229,13.01,24.78,45.7,29.56
"2024-10-02 08:53:15",230,13.01,24.78,45.8,29.59
"2024-10-02 08:53:30",231,13.01,24.78,45.86,29.63
"2024-10-02 08:53:45",232,13.01,24.78,45.94,29.69
"2024-10-02 08:54:00",233,13.01,24.78,45.96,29.77
"2024-10-02 08:54:15",234,13.01,24.78,46.05,29.81
"2024-10-02 08:54:30",235,13.01,24.78,46.13,29.84
"2024-10-02 08:54:45",236,13.01,24.78,46.19,29.89
"2024-10-02 08:55:00",237,13.01,24.78,46.24,29.94
"2024-10-02 08:55:15",238,13.01,24.78,46.3,30
"2024-10-02 08:55:30",239,13.01,24.78,46.36,30.05
"2024-10-02 08:55:45",240,13.01,24.78,46.42,30.09
"2024-10-02 08:56:00",241,13.01,24.78,46.47,30.16
"2024-10-02 08:56:15",242,13.01,24.78,46.53,30.2
"2024-10-02 08:56:30",243,13.01,24.78,46.59,30.23
"2024-10-02 08:56:45",244,13.01,24.78,46.62,30.33
"2024-10-02 08:57:00",245,13.01,24.81,46.71,30.37
"2024-10-02 08:57:15",246,13.01,24.81,46.76,30.43
"2024-10-02 08:57:30",247,13.01,24.81,46.83,30.47
"2024-10-02 08:57:45",248,13.01,24.81,46.9,30.53
"2024-10-02 08:58:00",249,13.01,24.81,46.96,30.57
"2024-10-02 08:58:15",250,13.01,24.81,46.97,30.64
"2024-10-02 08:58:30",251,13.01,24.81,47.04,30.68
"2024-10-02 08:58:45",252,13.01,24.81,47.12,30.72
"2024-10-02 08:59:00",253,13.01,24.81,47.15,30.78
"2024-10-02 08:59:15",254,13.01,24.81,47.23,30.81
"2024-10-02 08:59:30",255,13.01,24.81,47.28,30.84
"2024-10-02 08:59:45",256,13.01,24.81,47.32,30.91
"2024-10-02 09:00:00",257,13.01,24.81,47.37,30.97
"2024-10-02 09:00:15",258,13.01,24.81,47.42,31.01
"2024-10-02 09:00:30",259,13.01,24.81,47.46,31.08
"2024-10-02 09:00:45",260,13.01,24.81,47.55,31.09
"2024-10-02 09:01:00",261,13.01,24.81,47.6,31.13
"2024-10-02 09:01:15",262,13.01,24.81,47.65,31.18
"2024-10-02 09:01:30",263,13.01,24.81,47.67,31.25
"2024-10-02 09:01:45",264,13.01,24.84,47.73,31.29
"2024-10-02 09:02:00",265,13.01,24.84,47.79,31.34
"2024-10-02 09:02:15",266,13.01,24.84,47.84,31.4
"2024-10-02 09:02:30",267,13.01,24.84,47.88,31.44
"2024-10-02 09:02:45",268,13.01,24.84,47.92,31.48
"2024-10-02 09:03:00",269,13.01,24.84,47.97,31.53
"2024-10-02 09:03:15",270,13.01,24.84,48,31.57
"2024-10-02 09:03:30",271,13.01,24.84,48.02,31.61
"2024-10-02 09:03:45",272,13.01,24.84,48.08,31.66
"2024-10-02 09:04:00",273,13.01,24.84,48.14,31.69
"2024-10-02 09:04:15",274,13.01,24.84,48.17,31.75
"2024-10-02 09:04:30",275,13.01,24.84,48.25,31.78
"2024-10-02 09:04:45",276,13.01,24.84,48.26,31.86
"2024-10-02 09:05:00",277,13.01,24.84,48.31,31.89
"2024-10-02 09:05:15",278,13.01,24.84,48.39,31.93
"2024-10-02 09:05:30",279,13.01,24.84,48.43,31.96
"2024-10-02 09:05:45",280,13.01,24.84,48.51,32.02
"2024-10-02 09:06:00",281,13.01,24.84,48.56,32.06
"2024-10-02 09:06:15",282,13.01,24.84,48.57,32.12
"2024-10-02 09:06:30",283,13.01,24.84,48.6,32.17
"2024-10-02 09:06:45",284,13.01,24.84,48.66,32.22
"2024-10-02 09:07:00",285,13.01,24.84,48.71,32.26
"2024-10-02 09:07:15",286,13.01,24.84,48.77,32.27
"2024-10-02 09:07:30",287,13.01,24.84,48.85,32.31
"2024-10-02 09:07:45",288,13.01,24.84,48.88,32.32
"2024-10-02 09:08:00",289,13.01,24.84,48.92,32.29
"2024-10-02 09:08:15",290,13.01,24.84,48.95,32.28
"2024-10-02 09:08:30",291,13.01,24.84,48.95,32.26
"2024-10-02 09:08:45",292,13.01,24.84,48.92,32.26
"2024-10-02 09:09:00",293,13.01,24.84,48.86,32.26
"2024-10-02 09:09:15",294,13.01,24.84,48.77,32.28
"2024-10-02 09:09:30",295,13.01,24.87,48.67,32.31
"2024-10-02 09:09:45",296,13.01,24.87,48.54,32.33
"2024-10-02 09:10:00",297,13.01,24.87,48.38,32.33
"2024-10-02 09:10:15",298,13.01,24.87,48.19,32.33
"2024-10-02 09:10:30",299,13.01,24.87,48,32.33
"2024-10-02 09:10:45",300,13.01,24.87,47.81,32.32
"2024-10-02 09:11:00",301,13.01,24.84,47.59,32.3
"2024-10-02 09:11:15",302,13.01,24.84,47.37,32.29
"2024-10-02 09:11:30",303,13.01,24.84,47.15,32.3
"2024-10-02 09:11:45",304,13.01,24.84,46.93,32.28
"2024-10-02 09:12:00",305,13.01,24.84,46.72,32.28
"2024-10-02 09:12:15",306,13.01,24.84,46.5,32.28
"2024-10-02 09:12:30",307,13.01,24.84,46.29,32.25
"2024-10-02 09:12:45",308,13.01,24.84,46.07,32.23
"2024-10-02 09:13:00",309,13.01,24.84,45.85,32.23
"2024-10-02 09:13:15",310,13.01,24.84,45.63,32.2
"2024-10-02 09:13:30",311,13.01,24.84,45.42,32.18
"2024-10-02 09:13:45",312,13.01,24.84,45.2,32.16
"2024-10-02 09:14:00",313,13.01,24.87,45,32.15
"2024-10-02 09:14:15",314,13.02,24.87,44.81,32.14
"2024-10-02 09:14:30",315,13.02,24.87,44.61,32.12
"2024-10-02 09:14:45",316,13.02,24.87,44.4,32.09
"2024-10-02 09:15:00",317,13.02,24.87,44.21,32.08
"2024-10-02 09:15:15",318,13.02,24.87,44.01,32.06
"2024-10-02 09:15:30",319,13.02,24.87,43.82,32.03
"2024-10-02 09:15:45",320,13.02,24.87,43.62,32.01
"2024-10-02 09:16:00",321,13.02,24.87,43.43,31.98
"2024-10-02 09:16:15",322,13.02,24.87,43.24,31.96
"2024-10-02 09:16:30",323,13.02,24.87,43.06,31.94
"2024-10-02 09:16:45",324,13.02,24.87,42.87,31.91
"2024-10-02 09:17:00",325,13.02,24.87,42.7,31.89
"2024-10-02 09:17:15",326,13.02,24.87,42.52,31.87
"2024-10-02 09:17:30",327,13.02,24.87,42.35,31.85
"2024-10-02 09:17:45",328,13.02,24.87,42.17,31.82
"2024-10-02 09:18:00",329,13.02,24.89,42.01,31.81
"2024-10-02 09:18:15",330,13.02,24.87,41.83,31.76
"2024-10-02 09:18:30",331,13.02,24.87,41.67,31.74
"2024-10-02 09:18:45",332,13.01,24.87,41.49,31.72
